spectrum,continuum_subtracted_spectrum,error
8.08947,-0.506366,0.540873
7.8396,-0.75172,0.518118
8.58614,-0.00518036,0.536042
8.08727,-0.50405,0.504528
8.15389,-0.43743,0.510401
8.85131,0.255672,0.505629
8.98415,0.392999,0.522524
8.32142,-0.267529,0.523768
7.95165,-0.639501,0.529247
8.2869,-0.30655,0.53536
7.92619,-0.67177,0.517504
8.16198,-0.432785,0.505947
8.84203,0.242616,0.510803
7.61686,-0.984946,0.513652
9.14582,0.540535,0.540618
8.33491,-0.270374,0.525825
8.01663,-0.585796,0.51761
8.67281,0.0703831,0.525489
8.99225,0.388224,0.546297
8.80401,0.198342,0.586109
8.02196,-0.582125,0.574387
9.22091,0.612043,0.562621
9.54041,0.927674,0.556011
8.73055,0.117814,0.537453
8.06193,-0.552659,0.518125
7.80893,-0.810794,0.500266
8.48375,-0.135974,0.504339
8.40511,-0.215435,0.516925
8.512,-0.113936,0.519182
8.64086,0.015193,0.521687
8.38186,-0.243807,0.523886
8.32622,-0.302221,0.537839
8.42729,-0.20389,0.546577
8.34657,-0.287589,0.533927
8.36333,-0.270829,0.52238
8.61096,-0.0231991,0.517389
8.58618,-0.0479794,0.520437
7.97133,-0.662829,0.510012
8.78658,0.149953,0.52105
9.03769,0.403999,0.53374
9.05088,0.414337,0.548268
8.76421,0.131702,0.558723
8.19326,-0.439247,0.538795
8.14599,-0.492412,0.538246
8.47356,-0.164842,0.546669
8.34388,-0.300329,0.536762
8.58199,-0.0652819,0.514456
8.71739,0.0671968,0.526182
8.87676,0.220538,0.532197
9.836,1.17634,0.543966
7.91624,-0.74933,0.500992
8.44088,-0.22469,0.50554
8.89585,0.236192,0.497498
8.84116,0.18669,0.510116
9.09148,0.434299,0.517904
8.91166,0.255014,0.522889
8.4482,-0.205389,0.513573
7.45146,-1.19941,0.50763
8.06975,-0.58112,0.513651
8.8564,0.207593,0.536267
8.34364,-0.305166,0.523692
8.31041,-0.344172,0.513846
9.10986,0.455278,0.508919
8.52003,-0.137228,0.493096
8.3601,-0.294482,0.485672
8.39584,-0.263716,0.512554
8.13179,-0.533474,0.520182
8.40593,-0.253626,0.506937
7.44175,-1.21781,0.485426
8.55418,-0.111084,0.513112
9.16125,0.490233,0.54007
8.60283,-0.0739508,0.514279
8.69679,0.020009,0.502328
10.0849,1.40604,0.514824
8.61306,-0.0600271,0.493268
8.93335,0.260262,0.495866
8.84815,0.173985,0.505851
8.49022,-0.18923,0.514107
8.60305,-0.0793905,0.527582
8.12025,-0.5592,0.518019
8.8446,0.162159,0.510372
8.23073,-0.451048,0.4983
8.15087,-0.53377,0.486148
8.62608,-0.0616789,0.494785
8.76451,0.079751,0.496705
8.90269,0.21727,0.500814
8.97928,0.29677,0.505083
8.24653,-0.43288,0.492701
8.80541,0.1229,0.505277
9.11572,0.434491,0.511536
7.9106,-0.771415,0.49539
7.72574,-0.959484,0.485526
9.2607,0.572553,0.627184
9.04772,0.35627,0.639434
8.46532,-0.228967,0.498248
8.561,-0.13686,0.511173
8.51309,-0.190906,0.516719
7.59524,-1.11353,0.507758
8.84059,0.13182,0.504913
8.17089,-0.542628,0.502332
8.06903,-0.647096,0.517821
8.25403,-0.462095,0.537756
8.18151,-0.528704,0.532368
9.3654,0.655187,0.523436
8.69749,-0.0186357,0.508521
9.70772,0.991594,0.520534
8.91369,0.197564,0.518321
8.47148,-0.244645,0.528308
9.82351,1.11003,0.544145
8.97704,0.266171,0.5494
9.14589,0.431977,0.540744
9.13755,0.41793,0.523476
9.17454,0.448833,0.514929
9.50766,0.781647,0.522198
9.66399,0.931815,0.525506
9.23788,0.505705,0.532227
9.79235,1.06017,0.545024
8.92787,0.18968,0.52574
8.69587,-0.0483017,0.514547
9.44647,0.701208,0.525072
9.67869,0.93289,0.543885
8.69725,-0.0427761,0.534385
8.76074,0.0238972,0.511409
9.06675,0.331638,0.503889
8.00074,-0.734371,0.499289
7.78054,-0.954571,0.510434
9.33106,0.595949,0.538687
9.45661,0.727395,0.5566
9.30926,0.574149,0.564254
8.75798,0.0228691,0.55701
8.04007,-0.689145,0.520574
7.97876,-0.750455,0.526907
8.91618,0.181068,0.565568
9.59084,0.849892,0.620408
8.04618,-0.689675,0.626816
9.39221,0.656355,0.818998
8.75794,0.0220852,1.10911
9.13608,0.404824,1.1133
11.1341,2.40174,0.985851
7.9536,-0.784439,0.994791
9.82507,1.08691,0.951561
9.1715,0.435478,0.768783
8.82779,0.0955858,0.649806
9.22326,0.496821,0.711097
8.92973,0.20901,0.75101
8.71321,-0.00751019,0.681909
8.99565,0.269212,0.60747
8.94076,0.213976,0.587499
8.89142,0.170314,0.557762
8.74242,0.0213137,0.542048
8.38168,-0.339427,0.53365
8.46409,-0.257016,0.55378
9.37965,0.655255,0.571488
7.91482,-0.812434,0.588507
8.11424,-0.615754,0.59997
8.71254,-0.0231428,0.594858
8.26714,-0.469299,0.652442
9.34194,0.6055,1.11349
7.96423,-0.77221,1.57361
9.83733,1.10089,1.13276
9.42692,0.687788,0.700829
8.33511,-0.407587,0.663322
8.97556,0.227287,0.935016
7.93048,-0.813232,0.909444
8.66243,-0.0812826,0.72874
7.42788,-1.3102,0.560338
8.55388,-0.184199,0.587058
10.0708,1.33272,0.600185
9.13069,0.394124,0.588287
8.55889,-0.177675,0.630865
8.51038,-0.225886,0.666812
9.28171,0.545444,0.630107
9.17071,0.440204,0.570435
9.0672,0.336694,0.640367
9.71624,0.982698,0.847704
9.5485,0.814346,0.863183
9.35895,0.621136,0.67327
9.17268,0.434866,0.587353
9.1041,0.366286,0.592015
8.42261,-0.315204,0.596375
8.12884,-0.611006,0.751812
10.1491,1.40647,1.1383
9.04628,0.297892,1.12659
9.64217,0.888234,0.968086
9.60755,0.853614,0.704025
9.31082,0.551143,0.638844
9.6371,0.87175,0.585124
8.84312,0.0736179,0.595821
8.61669,-0.158485,0.691088
9.39926,0.62167,0.817776
9.02391,0.24632,0.831729
8.44606,-0.33153,0.709832
8.83962,0.0591812,0.613826
8.84254,0.0564127,0.586362
8.99942,0.207574,0.604456
9.04978,0.252099,0.905328
6.64173,-2.15874,1.54768
7.59404,-1.21044,1.36988
11.7816,2.97538,0.852549
8.6911,-0.116113,0.623068
9.1477,0.340487,0.597186
9.08697,0.279757,0.574624
8.24553,-0.561683,0.554949
8.53719,-0.270661,0.560123
9.61939,0.809859,0.572484
8.62668,-0.18285,0.599877
7.928,-0.879053,0.778685
8.32568,-0.487026,0.903866
8.41006,-0.408185,0.806656
8.59729,-0.226023,0.6284
9.15236,0.332706,0.580872
8.99079,0.165964,0.59066
9.94803,1.11845,0.896473
8.18779,-0.637036,1.37793
7.54976,-1.27507,1.02947
8.78821,-0.0413666,0.670179
9.46014,0.625753,0.578605
8.34328,-0.496064,0.568237
8.27694,-0.562404,0.551994
8.91461,0.0700932,0.548498
8.88761,0.0378675,0.55062
8.91517,0.068964,0.555578
9.43435,0.582922,0.583045
8.9301,0.0786724,0.602216
8.04038,-0.811049,0.608012
8.43532,-0.416108,0.677928
9.08546,0.238482,0.752548
8.82344,-0.0259428,0.737894
7.75633,-1.09829,0.608611
7.1183,-1.74131,0.511898
7.17869,-1.68092,0.524343
7.88105,-0.977493,0.699031
7.55461,-1.30895,0.969777
7.34944,-1.51914,0.924409
7.6903,-1.1831,0.637319
6.34466,-2.53299,0.507247
6.04267,-2.83287,0.492466
7.32857,-1.54725,0.514379
6.97154,-1.90905,0.53808
6.80058,-2.0836,0.527434
7.98657,-0.89761,0.537575
7.20327,-1.68091,0.540474
7.84973,-1.03904,0.554187
8.20611,-0.67807,0.556978
8.69557,-0.183832,0.552762
9.06162,0.178699,0.536752
8.93326,0.0503397,0.53238
8.79501,-0.0924263,0.550984
8.429,-0.462992,0.601767
10.1679,1.27747,0.662935
9.23978,0.349348,0.618103
7.5298,-1.36495,0.557341
8.20962,-0.685129,0.566213
8.92918,0.0336237,0.666974
9.38383,0.492778,0.718399
9.2296,0.334044,0.629444
9.83059,0.935034,0.572859
9.29584,0.398412,0.554112
7.51275,-1.38468,0.544429
8.57261,-0.324819,0.537748
9.47747,0.581573,0.53936
9.87895,0.985602,0.550173
9.09571,0.204661,0.545636
8.5751,-0.313437,0.52799
9.0546,0.168196,0.542603
8.93658,0.0523176,0.568629
9.61902,0.734758,0.598689
9.74633,0.864472,0.601568
9.0509,0.167719,0.603016
8.63977,-0.248073,0.613197
8.61464,-0.268541,0.618502
7.80827,-1.07491,0.602209
8.72273,-0.165112,0.6099
8.48138,-0.406408,0.688894
7.61216,-1.27094,0.723842
8.06519,-0.817906,0.659005
9.24526,0.362164,0.605361
8.3345,-0.543635,0.629725
9.01292,0.139857,0.703908
8.31291,-0.554896,0.725476
8.32247,-0.54464,0.744682
8.90713,0.0376425,0.691706
9.04648,0.174109,0.592999
9.26951,0.398525,0.55916
8.25275,-0.612834,0.566452
9.06085,0.195266,0.579812
8.94609,0.0805054,0.576976
8.28602,-0.579564,0.574561
8.63367,-0.232427,0.555478
8.88295,0.0145254,0.555401
8.59258,-0.273466,0.53279
8.57987,-0.288554,0.526556
8.68904,-0.179384,0.511277
8.53504,-0.331181,0.522961
8.53244,-0.328451,0.557789
9.42646,0.570159,0.582835
9.25305,0.396908,0.56203
8.60029,-0.250095,0.536205
8.42616,-0.418873,0.514657
8.50642,-0.334081,0.540635
8.26519,-0.573833,0.576616
8.03537,-0.803653,0.608589
8.75634,-0.0826826,0.844055
7.5941,-1.23837,1.09002
7.87564,-0.963383,1.05805
9.29596,0.45054,0.783751
9.7843,0.936274,0.723469
9.49415,0.643398,0.776193
8.16976,-0.684684,0.680983
8.44305,-0.414015,0.548449
8.7353,-0.118093,0.52274
8.78627,-0.0608015,0.573961
8.91974,0.0726681,0.604536
8.42614,-0.414723,0.608785
8.33007,-0.507931,0.55344
8.39266,-0.444904,0.510037
8.08126,-0.756305,0.513011
7.77495,-1.06261,0.537159
8.14556,-0.685182,0.539504
8.97426,0.15045,0.52028
8.78814,-0.0356703,0.525625
8.43796,-0.388932,0.581574
8.57014,-0.253671,0.639412
8.98841,0.167795,0.637841
9.06303,0.249409,0.589151
8.61856,-0.195062,0.535396
8.78669,-0.0199194,0.523613
8.29792,-0.501704,0.552679
8.26164,-0.53123,0.588592
8.21544,-0.570835,0.648838
8.0921,-0.694175,0.843529
9.43786,0.651585,1.2191
9.59838,0.809032,0.890472
8.8943,0.10176,0.618724
8.57533,-0.220727,0.554841
9.02105,0.231703,0.574502
9.39719,0.614492,0.571815
8.82309,0.0468998,0.590603
9.16079,0.386212,0.659342
9.02779,0.250175,0.706584
8.97093,0.193316,0.677676
9.3711,0.593486,0.596351
9.71505,0.9339,0.573559
9.42071,0.641048,0.584728
9.6167,0.838272,0.715691
8.99401,0.222513,1.13814
8.77399,0.00927353,1.58096
8.83886,0.0776987,1.57477
8.81011,0.0489492,1.34873
9.32533,0.567544,1.37563
8.9586,0.199666,1.54511
8.54209,-0.216844,1.39518
8.61411,-0.137937,1.21896
9.27542,0.523374,1.06657
10.0131,1.25758,0.999161
9.82373,1.06821,0.933516
8.78035,0.0221682,0.851992
8.99535,0.237168,0.76273
9.63051,0.868672,0.718668
8.93104,0.16584,0.71218
7.85466,-0.913898,0.763737
9.64376,0.875202,0.838317
10.3183,1.55384,0.949034
8.51966,-0.244801,1.15098
8.41753,-0.347199,1.15197
9.31749,0.556086,0.97038
9.536,0.773306,0.833304
10.3876,1.632,0.822813
8.2725,-0.483099,0.759349
9.3516,0.596001,0.772207
9.27036,0.52155,0.769458
8.78676,0.0442514,0.69952
9.32687,0.587447,0.714723
7.77496,-0.960648,0.743717
9.5026,0.770786,0.749995
8.52556,-0.210048,0.737641
8.59814,-0.140846,0.718041
9.36025,0.624642,0.729335
8.97524,0.241424,0.726235
9.33082,0.600839,0.636056
8.65571,-0.0781059,0.592756
8.78792,0.0501595,0.670174
9.12291,0.385149,0.778959
9.13813,0.40037,0.747308
9.01367,0.272076,0.661411
8.98971,0.251949,0.619919
8.79109,0.0571671,0.605945
9.03825,0.308269,0.613013
9.18989,0.46373,0.587891
9.52392,0.801486,0.58667
9.60316,0.881763,0.567677
8.29842,-0.419343,0.562655
9.4258,0.708037,0.584363
8.34546,-0.371941,0.551382
8.49273,-0.221114,0.610307
8.92885,0.218558,0.631378
8.25033,-0.458314,0.659282
9.46359,0.762257,0.641648
9.2634,0.567513,0.622727
8.07347,-0.62606,0.622738
8.64652,-0.0491924,0.607341
8.98674,0.294668,0.584063
7.92765,-0.768062,0.587371
8.80352,0.107808,0.698991
8.10725,-0.58358,0.717454
11.5539,2.87025,0.652004
12.2408,3.56444,0.642507
9.64618,0.97476,0.572815
8.35271,-0.315182,0.543113
9.22953,0.561639,0.663796
8.36666,-0.30662,1.03735
9.3271,0.660963,1.26807
9.48086,0.821892,1.15482
9.19829,0.539322,1.1484
9.64125,0.979292,1.10849
9.12684,0.468223,0.797599
9.31194,0.656613,0.852859
8.87276,0.221385,0.904957
9.36231,0.710936,0.873644
9.18834,0.544165,0.870431
7.85475,-0.792767,0.677523
9.04732,0.403268,0.602968
9.95252,1.30092,0.618227
8.32634,-0.319681,0.621523
8.17745,-0.475452,0.622516
8.72239,0.0616264,0.57672
7.92832,-0.732444,0.554009
7.83512,-0.825644,0.565507
8.12011,-0.548688,0.56587
8.05804,-0.610758,0.628232
8.15255,-0.522556,0.647806
8.1285,-0.554419,0.980967
7.82295,-0.856337,1.77381
8.09549,-0.579616,1.39041
8.48793,-0.183622,0.804247
7.99398,-0.681766,0.636401
7.46992,-1.20583,0.691493
7.85566,-0.820086,0.934845
8.86451,0.181319,1.11527
8.98716,0.301361,0.768869
8.20117,-0.482663,0.582429
9.08441,0.401948,0.580443
8.99752,0.316128,0.599545
8.09319,-0.586901,0.650822
7.96028,-0.71885,0.735513
8.16422,-0.513556,0.77228
8.70493,0.0271549,0.747822
8.59071,-0.0792046,0.695055
7.8719,-0.794806,0.755256
7.82,-0.854784,0.885414
8.6656,-0.0162516,0.762513
8.60974,-0.0804949,0.598131
8.18391,-0.506325,0.577618
8.39461,-0.293222,0.609203
9.31749,0.629657,0.632572
9.07084,0.382364,0.775816
7.65443,-1.02838,1.49944
8.49623,-0.179266,1.63552
9.67765,1.01001,0.928401
9.46141,0.793774,0.595189
7.44464,-1.223,0.568642
6.60361,-2.05796,0.581757
8.211,-0.443364,0.584052
8.46609,-0.180095,0.687359
7.25743,-1.39693,0.95364
7.26987,-1.39277,0.911361
7.74731,-0.923546,0.720501
7.8592,-0.819799,0.626302
7.52948,-1.15765,0.598168
7.2698,-1.42518,0.635683
8.35517,-0.331959,0.878828
6.48832,-2.19224,1.31786
6.73877,-1.94552,1.4936
8.07742,-0.609553,1.1227
7.95956,-0.719284,0.648929
9.01398,0.335609,0.675694
7.97769,-0.705459,0.701017
7.5536,-1.13114,0.575236
8.17966,-0.513377,0.566162
8.07339,-0.627941,0.589053
6.98166,-1.72396,0.607577
7.62527,-1.0761,0.711905
8.98667,0.281065,1.01521
10.6432,1.9376,1.02908
10.22,1.52236,0.735871
8.05634,-0.639154,0.580108
6.84346,-1.84996,0.604033
7.68722,-1.0062,0.731613
5.66985,-3.02542,1.10382
7.12717,-1.56001,1.78627
9.34083,0.661867,1.34278
9.38361,0.704647,0.974204
7.70038,-0.978583,1.0673
7.09498,-1.57583,1.15131
8.70513,0.0425396,0.970307
8.11497,-0.539602,0.68859
6.54186,-2.10468,0.668731
6.87499,-1.76468,0.883428
8.35577,-0.281127,1.35765
7.09633,-1.53287,1.16617
8.62951,0.0086298,0.968589
9.59011,0.977335,0.670019
8.36651,-0.251213,0.656661
7.03262,-1.5867,0.790982
7.81066,-0.800639,0.845928
9.43198,0.828671,0.833614
8.76258,0.167285,0.763134
8.2672,-0.32006,0.693384
8.39852,-0.180492,0.772896
8.23747,-0.333303,1.01283
8.29796,-0.264518,1.18307
10.0917,1.52546,0.903548
8.72841,0.170411,0.702864
9.3423,0.79233,0.672186
8.7782,0.231503,0.652949
8.01075,-0.542713,0.626523
8.85275,0.299287,0.617853
8.33245,-0.21287,0.606115
8.08805,-0.45727,0.615074
7.8363,-0.717163,0.627592
8.03395,-0.519513,0.611121
7.62451,-0.928953,0.908224
6.53783,-2.01563,1.83595
7.74492,-0.808543,2.09476
11.0837,2.52208,1.48932
8.6974,0.135784,0.869109
7.5494,-1.01712,1.12656
8.46212,-0.107926,1.26669
8.22829,-0.333414,0.872393
8.31073,-0.250974,0.673606
9.28254,0.729233,0.686104
9.99268,1.43702,0.827393
8.6634,0.107744,1.08648
8.12244,-0.433215,1.04473
9.03905,0.483395,0.743763
6.70612,-1.84514,0.619554
7.87051,-0.676315,0.63835
8.4053,-0.137498,0.653465
8.08807,-0.450243,0.64411
8.35314,-0.181056,0.631679
8.68629,0.156731,0.663158
7.04459,-1.48024,0.783294
7.73016,-0.799399,0.944717
8.72506,0.200228,0.869818
8.27472,-0.254449,0.659851
7.97598,-0.553948,0.596877
8.83236,0.307251,0.600957
8.45373,-0.0761986,0.595595
8.17934,-0.345769,0.649332
9.71644,1.19566,0.959942
7.89084,-0.634269,1.56479
6.86945,-1.65302,1.6512
9.64469,1.12658,1.06488
8.42398,-0.0984888,0.747542
8.634,0.115891,0.652117
8.43156,-0.090909,0.620686
8.05071,-0.467134,0.662189
8.60096,0.0874701,0.804872
9.11622,0.607508,1.41169
7.65304,-0.859536,1.52142
10.0444,1.53662,1.08905
7.99864,-0.50914,0.601352
8.2604,-0.24738,0.628404
9.88949,1.38171,0.665809
8.73057,0.22279,0.671619
7.62555,-0.88223,1.11452
4.94795,-3.55983,2.21395
10.3862,1.88336,1.79206
10.9845,2.48673,0.880895
8.21153,-0.281137,0.66518
9.05657,0.568913,0.634236
8.36725,-0.125417,0.624938
8.91749,0.429759,0.622298
7.97412,-0.508599,0.604366
9.28683,0.800474,0.628328
9.66429,1.17297,0.64107
7.26417,-1.22715,0.737994
9.27375,0.779897,0.943077
10.3833,1.88435,1.02449
8.98662,0.483189,0.863775
8.77545,0.266865,0.703981
9.48573,0.96759,0.700195
8.23071,-0.291853,0.756619
5.62681,-2.89877,1.17403
8.07779,-0.450948,1.43409
8.80816,0.273909,1.16097
9.03337,0.489818,0.869861
9.44946,0.90196,0.795686
9.21624,0.666359,0.752672
8.76141,0.220224,0.692721
8.75643,0.215244,0.659594
8.5254,-0.0157852,0.642644
8.52748,-0.0137053,0.674105
8.62525,0.0840645,0.617184
8.43328,-0.116601,0.607655
8.4291,-0.120781,0.611754
9.27452,0.715519,0.653002
7.43977,-1.12051,0.749742
7.68193,-0.873002,0.803245
9.05066,0.495728,0.768306
8.98511,0.420919,0.681467
9.85067,1.28414,0.658454
8.38238,-0.183146,0.745068
8.5546,-0.0156965,0.99994
8.8815,0.307117,0.99745
8.67016,0.100565,0.768876
8.58659,0.0219812,0.681704
8.49463,-0.0699787,0.656254
8.01572,-0.548888,0.626106
8.21237,-0.352239,0.633783
8.15226,-0.412349,0.644158
8.08347,-0.490912,0.649773
8.39813,-0.184939,0.651431
8.25066,-0.33241,0.619269
8.84046,0.250132,0.618487
9.26161,0.661708,0.633864
9.24628,0.645167,0.654807
9.27232,0.671207,0.642467
9.54016,0.939048,0.63886
9.23658,0.630124,0.638626
7.91939,-0.687066,0.672461
8.05406,-0.552396,0.678926
8.64894,0.0424843,0.669095
8.7017,0.0952444,0.625132
8.44896,-0.156735,0.704169
8.82955,0.223854,0.874609
9.92325,1.31948,0.858276
9.41001,0.806235,0.654967
9.10851,0.495419,0.620017
9.26153,0.639372,0.661399
8.70316,0.0769968,0.672407
7.87394,-0.757482,0.655727
9.23172,0.596258,0.655841
9.12969,0.502047,0.626023
8.20231,-0.416286,0.604694
8.07049,-0.53925,0.616576
8.81142,0.198868,0.642478
8.98615,0.373597,0.65149
9.15746,0.544908,0.63128
8.50507,-0.107483,0.618441
8.37069,-0.241862,0.618217
8.92753,0.316858,0.617692
9.0711,0.465204,0.636071
8.26075,-0.349922,0.637385
8.1017,-0.504196,0.66035
8.25333,-0.352566,0.683528
8.13795,-0.472722,0.652192
8.34725,-0.267318,0.636744
8.69072,0.0715837,0.668501
7.56883,-1.05031,0.683106
7.88144,-0.737696,0.659425
8.3869,-0.232236,0.644574
8.7944,0.179832,0.66657
8.69535,0.0762138,0.660871
8.25696,-0.366936,0.631987
8.3175,-0.306396,0.605979
6.63285,-1.98629,0.582482
7.43129,-1.18435,0.619417
7.61178,-1.00774,0.612199
7.12595,-1.49358,0.6291
7.84899,-0.770535,0.642212
8.54705,-0.0724745,0.666516
8.06995,-0.545687,0.646701
7.72033,-0.892488,0.628517
7.80573,-0.802451,0.636186
8.93729,0.33336,0.666671
9.67252,1.06432,0.677374
7.40008,-1.20385,0.710257
9.99569,1.38711,0.79945
9.46074,0.847904,0.770609
8.76851,0.150832,0.742163
9.41776,0.800082,0.754078
9.81868,1.19745,0.772663
9.71211,1.08655,0.782119
9.9454,1.32417,0.808624
8.77893,0.162504,0.754826
9.12827,0.516539,0.71489
9.12903,0.521479,0.708808
7.67819,-0.924853,0.705202
9.24129,0.633739,0.713456
7.38897,-1.22746,0.672209
8.97034,0.353914,0.693829
9.42541,0.816984,0.699157
8.80514,0.201212,0.708255
9.78643,1.17834,0.704423
9.69048,1.08655,0.675009
7.38154,-1.22689,0.62774
8.95359,0.336419,0.646153
9.00862,0.391449,0.666956
8.33786,-0.28256,0.678419
9.71544,1.08599,0.690465
8.95956,0.336436,0.711302
7.35274,-1.27038,0.748817
8.02433,-0.59412,0.741645
7.8026,-0.81758,0.689061
7.78521,-0.83497,0.69334
9.17146,0.55128,0.695798
8.15456,-0.456672,0.720189
8.80514,0.18556,0.731621
8.39671,-0.232041,0.697193
8.15086,-0.474196,0.668404
8.31418,-0.308322,0.66664
7.92227,-0.695685,0.671586
7.25231,-1.36313,0.66387
7.93609,-0.679347,0.661588
7.68643,-0.932957,0.65771
7.41519,-1.2042,0.643058
8.13796,-0.481426,0.651226
8.8089,0.193705,0.661754
7.65017,-0.960443,0.68488
8.60463,-0.0150871,0.716413
8.19531,-0.416349,0.698221
8.38015,-0.232727,0.67416
8.53288,-0.088851,0.652012
7.81946,-0.798052,0.645069
9.06087,0.441583,0.69001
9.62715,1.00339,0.739514
8.18886,-0.436882,0.812257
9.08118,0.459549,1.01755
10.9175,2.30452,1.34258
9.84895,1.23597,1.2934
7.66132,-0.943131,1.13229
9.01243,0.402227,1.12428
8.35749,-0.252713,1.44725
8.67203,0.0533934,1.50341
9.77808,1.16475,1.03426
9.12019,0.506857,0.839717
8.37848,-0.242923,1.0497
11.6743,3.0529,1.59989
9.75231,1.13091,1.75534
8.28377,-0.332708,1.39915
8.95825,0.349366,0.940151
8.97957,0.379085,0.807924
8.65241,0.0479431,0.763068
8.66443,0.0639439,0.862341
9.70007,1.10348,1.18232
9.51098,0.918629,1.0981
8.73575,0.151441,0.945748
8.65232,0.0761023,0.850437
8.03675,-0.531146,0.735987
8.95304,0.393098,0.715801
8.25255,-0.299481,0.688838
9.13317,0.577972,0.694573
10.3776,1.82567,0.716619
9.1249,0.57862,0.706166
8.02882,-0.524495,0.726069
10.1291,1.56855,0.773104
9.30666,0.746114,0.74149
7.59213,-0.968416,0.690253
7.95851,-0.606763,0.697981
9.64544,1.08489,0.824954
9.13762,0.585484,1.35384
9.28534,0.737876,2.47588
13.8609,5.30522,2.50457
12.0758,3.51593,1.97308
8.4451,-0.11368,0.94612
9.66196,1.10438,1.07844
6.98546,-1.57569,1.65961
9.57895,1.0205,1.48997
9.46089,0.902439,0.971822
9.15038,0.591929,0.92435
9.57072,1.00759,0.9016
8.74008,0.172651,0.885389
7.48206,-1.0894,1.08396
10.0635,1.48746,1.0144
9.54897,0.972927,0.784018
8.42272,-0.153323,0.693705
7.87369,-0.698552,0.691304
7.50565,-1.06659,0.713631
8.60826,0.0360184,0.746695
8.27731,-0.294931,0.803629
8.36951,-0.211607,0.981501
8.65749,0.0763731,1.34206
8.78446,0.209436,1.3737
8.52291,-0.0539093,0.924382
7.74754,-0.82764,0.728262
8.69753,0.131843,0.711521
8.35201,-0.204398,0.702595
8.91535,0.368346,0.737633
9.61482,1.06782,0.830948
8.13089,-0.416114,1.62771
6.38415,-2.15479,2.68743
8.94043,0.391998,2.3336
8.46896,-0.0794716,1.29183
7.51865,-1.02978,0.927669
8.0552,-0.502728,0.853032
8.51909,-0.0480452,0.817006
7.49911,-1.06802,0.810018
8.33513,-0.222725,1.06195
7.75897,-0.790491,1.77566
8.28323,-0.263569,1.82
8.49195,-0.0576143,1.04148
7.33451,-1.21505,0.795353
9.14809,0.598526,0.795406
8.34318,-0.215592,0.773212
8.3464,-0.212372,0.800641
8.92708,0.365169,1.3711
11.8511,3.28031,2.52544
14.4183,5.84751,2.72581
8.20064,-0.363081,1.27333
8.71557,0.15185,0.835801
9.41923,0.85551,0.762755
9.13327,0.560432,0.727518
8.62144,0.0486021,0.732174
7.73909,-0.826379,0.733739
6.62608,-1.94857,0.803613
8.71896,0.14431,0.925189
8.35625,-0.227825,1.0459
8.30319,-0.290298,1.35864
8.19959,-0.403352,1.44941
7.62347,-0.988819,1.03841
10.2452,1.63291,0.78239
7.60432,-1.01446,0.767609
8.51389,-0.114989,0.856998
9.04386,0.41007,1.14816
7.10185,-1.53707,2.04925
5.99553,-2.63826,2.21833
8.29599,-0.332576,1.23155
8.50314,-0.13065,1.02726
9.95779,1.32922,0.983674
9.40639,0.782726,0.79797
7.95843,-0.661702,0.829004
8.56757,-0.0474138,0.793251
8.89696,0.286892,0.756781
7.32312,-1.28204,0.707895
7.4317,-1.16344,0.696777
8.1832,-0.402437,0.713297
8.30046,-0.275059,0.778032
8.26709,-0.308429,0.883494
9.1124,0.526763,1.12982
8.79596,0.210323,1.18154
9.26814,0.6767,0.981478
8.45895,-0.122448,0.812836
7.81047,-0.770928,0.773953
8.82606,0.244662,1.0021
8.55825,-0.0178547,1.62208
10.4185,1.83703,1.71367
9.26352,0.677482,1.02826
8.18928,-0.392187,0.779331
8.56153,-0.0251474,0.787817
8.85447,0.263206,0.815651
8.24557,-0.350815,0.805433
6.47819,-2.12288,0.781656
8.41347,-0.192696,0.814636
9.52135,0.910265,0.824938
8.36019,-0.255598,0.762194
7.19642,-1.41937,0.722058
7.14462,-1.47117,0.768692
9.17517,0.559381,0.816546
8.96466,0.348871,0.810694
8.4736,-0.142188,0.767006
8.50689,-0.108898,0.776799
8.35647,-0.259318,0.885129
8.50629,-0.114388,0.965362
8.31789,-0.307503,0.856345
9.04547,0.41598,0.765808
8.32082,-0.313427,0.76834
7.58197,-1.05635,0.955484
8.30887,-0.329453,1.22862
7.49797,-1.13628,1.02671
9.05482,0.416497,0.823828
8.46667,-0.170182,0.779262
8.48025,-0.155488,0.77228
9.02926,0.389679,0.76834
8.62793,-0.0162811,0.749903
9.27232,0.624126,0.788221
9.12971,0.476933,0.794836
8.72006,0.0672836,0.813089
8.39861,-0.250172,0.787973
8.30837,-0.335841,0.766507
8.30121,-0.339141,0.755034
8.10979,-0.530738,0.758081
8.67642,0.0396719,0.765831
9.13482,0.499017,0.77461
8.86249,0.22301,0.812442
8.56784,-0.07164,0.811783
8.84797,0.20849,0.81782
9.13104,0.495236,0.889077
10.6578,2.01388,0.971708
9.07494,0.427221,0.891643
8.5842,-0.0650053,0.818617
8.39557,-0.249314,0.840496
7.09816,-1.53868,0.944064
9.358,0.721156,0.999061
8.20388,-0.433309,0.866608
7.43043,-1.20617,0.780103
7.60973,-1.01861,0.768286
7.24952,-1.37882,0.791674
6.48376,-2.13778,0.816143
7.6504,-0.965942,0.816911
7.3792,-1.24613,0.810555
7.5853,-1.04003,0.877146
8.66152,0.0316525,1.00809
8.32963,-0.295696,1.08399
7.31776,-1.29858,1.12216
